Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/notifications,64,0,1000.0,1254.5260214205882,476.297874993179,6810.875124996528,102865.28125,1.0829995292398442,0.0,1100,1200,1200,1300,1600,2400,6100,6800,6800,6800,6800
POST,/api/v1/statuses [POST],168,0,440.0,768.7823595947737,111.32016700867098,7400.197000009939,1649.8869047619048,2.842873764254591,0.0,440,710,880,1100,1400,1900,5400,7100,7400,7400,7400
POST,/api/v1/statuses/:id/favourite,22,0,410.0,698.8762519534,205.6856660055928,5006.495290988823,1638.7272727272727,0.3722810881761965,0.0,410,640,700,710,1100,1100,5000,5000,5000,5000,5000
GET,/api/v1/timelines/home,152,0,560.0,799.0509227825227,198.63954199536238,7365.718332992401,33017.80263157895,2.57212388194463,0.0,560,700,880,970,1300,1900,4500,5600,7400,7400,7400
GET,/api/v1/timelines/public,91,0,500.0,762.8786085705352,204.31045799341518,4349.512750006397,30978.714285714286,1.5398899556379035,0.0,500,600,860,950,1300,2800,3400,4300,4300,4300,4300
GET,/api/v1/timelines/public [fav sample],22,0,270.0,379.8945832756792,142.29795799474232,2357.0150830055354,7745.318181818182,0.3722810881761965,0.0,270,310,330,430,470,550,2400,2400,2400,2400,2400
GET,/api/v2/search,23,0,190.0,559.1354222187479,95.54824999941047,6700.803833999089,754.8695652173913,0.389202955820569,0.0,190,230,450,550,880,900,6700,6700,6700,6700,6700
,Aggregated,542,0,530.0,806.1178385826065,95.54824999941047,7400.197000009939,27531.621771217713,9.171652263249932,0.0,540,750,950,1100,1300,2000,4600,6400,7400,7400,7400
