Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774221546,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774221547,2,,Aggregated,0.000000,0.000000,440,440,440,440,440,440,440,440,440,440,440,2,0,350.0,392.1678129117936,348.796458914876,435.5391669087112,22281.5
1774221548,4,,Aggregated,0.000000,0.000000,430,440,440,460,460,460,460,460,460,460,460,5,0,430.0,360.38254192098975,122.95020930469036,459.75379180163145,22450.2
1774221549,6,,Aggregated,0.000000,0.000000,320,350,430,440,460,460,460,460,460,460,460,10,0,290.0,294.14158347062767,99.25833297893405,459.75379180163145,16708.5
1774221550,8,,Aggregated,2.500000,0.000000,280,320,410,430,440,460,460,460,460,460,460,15,0,280.0,273.7585445865989,99.25833297893405,459.75379180163145,15764.333333333334
1774221551,10,,Aggregated,3.333333,0.000000,210,280,350,370,430,440,460,460,460,460,460,24,0,210.0,236.88256783255687,73.14262492582202,459.75379180163145,13363.166666666666
1774221552,12,,Aggregated,3.500000,0.000000,230,290,310,350,430,460,470,470,470,470,470,33,0,230.0,242.18329054896128,73.14262492582202,471.3212917558849,14247.272727272728
1774221553,14,,Aggregated,4.600000,0.000000,240,300,350,360,420,440,470,470,470,470,470,44,0,230.0,244.9594716837799,65.11912494897842,471.3212917558849,14223.477272727272
1774221554,16,,Aggregated,4.833333,0.000000,230,290,310,350,410,440,460,470,470,470,470,53,0,230.0,240.38535383758398,65.11912494897842,471.3212917558849,14752.283018867925
1774221555,18,,Aggregated,5.714286,0.000000,230,290,320,350,380,430,460,470,470,470,470,64,0,230.0,238.84344206453534,65.11912494897842,471.3212917558849,15131.0
1774221556,20,,Aggregated,6.000000,0.000000,230,290,330,350,420,460,470,510,510,510,510,79,0,230.0,243.46933809191555,65.11912494897842,505.2506667561829,15153.101265822785
1774221557,20,,Aggregated,6.888889,0.000000,230,290,320,340,380,440,470,510,510,510,510,93,0,230.0,237.75995923807062,65.11912494897842,505.2506667561829,14915.806451612903
1774221558,20,,Aggregated,7.700000,0.000000,230,290,330,340,380,440,460,470,510,510,510,105,0,230.0,240.16522223218567,65.11912494897842,505.2506667561829,14907.0
1774221559,20,,Aggregated,8.500000,0.000000,230,300,330,360,440,510,600,610,630,630,630,119,0,230.0,255.36665371266983,65.11912494897842,634.9211670458317,14451.781512605043
1774221560,20,,Aggregated,9.200000,0.000000,230,290,330,340,430,470,600,610,630,630,630,137,0,230.0,245.50708577743848,65.11912494897842,634.9211670458317,14188.474452554745
1774221561,20,,Aggregated,10.500000,0.000000,230,280,320,340,420,460,600,610,630,630,630,149,0,230.0,239.8089742719277,65.11912494897842,634.9211670458317,14499.389261744966
1774221562,20,,Aggregated,11.400000,0.000000,220,270,300,330,380,460,560,610,630,630,630,162,0,210.0,233.02000873135748,64.173124730587,634.9211670458317,14488.660493827161
1774221563,20,,Aggregated,12.100000,0.000000,220,280,300,330,380,460,560,610,630,630,630,174,0,220.0,234.894656348738,64.173124730587,634.9211670458317,14935.298850574713
1774221564,20,,Aggregated,12.800000,0.000000,210,270,300,330,380,460,560,610,630,630,630,188,0,210.0,231.93906337280382,64.173124730587,634.9211670458317,14711.02659574468
1774221565,20,,Aggregated,12.900000,0.000000,210,270,300,330,380,460,530,600,630,630,630,202,0,210.0,230.18670068030235,64.173124730587,634.9211670458317,14862.480198019803
1774221566,20,,Aggregated,13.800000,0.000000,210,270,300,320,380,460,530,600,630,630,630,213,0,210.0,229.47728402798936,64.173124730587,634.9211670458317,15121.197183098591
1774221567,20,,Aggregated,13.500000,0.000000,220,270,300,330,380,440,530,600,630,630,630,224,0,210.0,231.75101729533966,64.173124730587,634.9211670458317,15285.638392857143
1774221568,20,,Aggregated,13.300000,0.000000,220,270,300,330,380,460,600,620,870,870,870,239,0,220.0,238.73555229267566,64.173124730587,868.6143751256168,15576.23849372385
1774221569,20,,Aggregated,13.200000,0.000000,220,280,300,330,380,470,600,630,870,870,870,252,0,220.0,241.36455521164905,64.173124730587,868.6143751256168,15379.686507936507
1774221570,20,,Aggregated,13.700000,0.000000,220,270,300,320,380,460,600,630,870,870,870,265,0,220.0,238.27619086423854,64.173124730587,868.6143751256168,15090.34716981132
1774221571,20,,Aggregated,13.200000,0.000000,220,270,300,330,390,470,600,630,870,870,870,278,0,220.0,239.93459487293694,64.173124730587,868.6143751256168,15491.636690647481
1774221572,20,,Aggregated,12.900000,0.000000,220,270,300,330,390,470,600,630,870,870,870,290,0,220.0,240.79680861423498,64.173124730587,868.6143751256168,15659.262068965518
1774221573,20,,Aggregated,12.700000,0.000000,230,280,300,330,420,500,610,660,870,870,870,298,0,220.0,246.20450097417472,64.173124730587,868.6143751256168,15857.040268456376
1774221574,20,,Aggregated,12.900000,0.000000,230,280,310,330,430,530,610,660,870,870,870,311,0,230.0,249.14714468828734,64.173124730587,868.6143751256168,16036.086816720257
1774221575,20,,Aggregated,12.200000,0.000000,230,280,310,340,440,530,610,660,870,870,870,324,0,230.0,250.99682201844075,64.173124730587,868.6143751256168,16019.910493827161
1774221576,20,,Aggregated,12.100000,0.000000,230,280,310,340,440,530,610,660,870,870,870,333,0,230.0,249.05552840218306,64.173124730587,868.6143751256168,15912.651651651651
1774221577,20,,Aggregated,12.400000,0.000000,230,290,330,360,460,550,630,680,870,870,870,348,0,230.0,258.43435392618693,64.173124730587,868.6143751256168,16196.83908045977
1774221578,20,,Aggregated,11.900000,0.000000,230,290,330,350,460,540,620,680,870,870,870,362,0,230.0,258.0096429543189,64.173124730587,868.6143751256168,16145.024861878454
1774221579,20,,Aggregated,12.100000,0.000000,230,290,330,350,460,540,620,680,870,870,870,368,0,230.0,256.6302774003302,64.173124730587,868.6143751256168,16127.491847826086
1774221580,20,,Aggregated,12.100000,0.000000,230,290,330,360,460,550,660,700,870,870,870,375,0,230.0,259.8289352258046,64.173124730587,868.6143751256168,15971.818666666666
1774221581,20,,Aggregated,12.000000,0.000000,230,290,330,370,470,610,790,1200,1600,1600,1600,390,0,230.0,275.1805171012305,64.173124730587,1556.6417500376701,16303.361538461539
1774221582,20,,Aggregated,11.800000,0.000000,230,290,330,360,470,600,760,940,1600,1600,1600,406,0,230.0,271.6608982019383,64.173124730587,1556.6417500376701,16176.92857142857
1774221583,20,,Aggregated,11.500000,0.000000,230,280,330,360,470,600,760,940,1600,1600,1600,422,0,230.0,268.9215444399141,64.173124730587,1556.6417500376701,16339.651658767772
1774221584,20,,Aggregated,11.200000,0.000000,230,290,330,360,460,600,760,940,1600,1600,1600,431,0,230.0,269.51109794057095,64.173124730587,1556.6417500376701,16552.60324825986
1774221585,20,,Aggregated,12.400000,0.000000,230,290,330,360,460,580,760,940,1600,1600,1600,446,0,230.0,268.5159446093183,64.173124730587,1556.6417500376701,16417.385650224216
1774221586,20,,Aggregated,12.000000,0.000000,230,280,320,350,460,570,730,940,1600,1600,1600,464,0,230.0,265.8348718652068,64.173124730587,1556.6417500376701,16228.088362068966
1774221587,20,,Aggregated,11.900000,0.000000,230,280,310,350,450,570,730,940,1600,1600,1600,476,0,230.0,264.9311833934733,64.173124730587,1556.6417500376701,16387.5987394958
1774221588,20,,Aggregated,12.400000,0.000000,230,280,310,350,460,580,730,940,1600,1600,1600,491,0,230.0,266.4194666569988,64.173124730587,1556.6417500376701,16369.291242362526
1774221589,20,,Aggregated,12.900000,0.000000,230,280,320,350,460,580,730,940,1600,1600,1600,500,0,230.0,266.11928267683834,64.173124730587,1556.6417500376701,16293.966
1774221590,20,,Aggregated,12.800000,0.000000,230,280,310,350,450,570,710,870,1600,1600,1600,518,0,230.0,265.41932457680434,64.173124730587,1556.6417500376701,16321.239382239382
1774221591,20,,Aggregated,13.100000,0.000000,230,280,310,350,440,570,710,870,1600,1600,1600,532,0,230.0,263.7697875287902,64.173124730587,1556.6417500376701,16403.59962406015
1774221592,20,,Aggregated,13.600000,0.000000,230,280,310,340,440,560,710,870,1600,1600,1600,542,0,230.0,261.7284827161154,64.173124730587,1556.6417500376701,16424.39667896679
1774221593,20,,Aggregated,13.700000,0.000000,230,280,310,340,440,560,700,870,1600,1600,1600,553,0,230.0,261.61351251781366,64.173124730587,1556.6417500376701,16535.71066907776
1774221594,20,,Aggregated,14.000000,0.000000,220,280,310,340,440,550,700,870,1600,1600,1600,568,0,220.0,260.94288513159484,64.173124730587,1556.6417500376701,16545.00352112676
1774221595,20,,Aggregated,13.200000,0.000000,220,280,310,340,440,550,700,870,1600,1600,1600,583,0,220.0,260.1901219357412,64.173124730587,1556.6417500376701,16563.591766723843
1774221596,20,,Aggregated,13.400000,0.000000,220,280,310,340,440,550,700,870,1600,1600,1600,593,0,220.0,260.0386867026404,64.173124730587,1556.6417500376701,16629.409780775717
1774221597,20,,Aggregated,13.400000,0.000000,230,280,320,350,440,570,710,870,1600,1600,1600,600,0,230.0,262.7221875063454,64.173124730587,1556.6417500376701,16712.566666666666
